                                                                     
                                                                     
                                                                     
                                             
Angles in degrees, polarised cross sections in microbarns/sterad
Coefficients A_F, B_F, C_F, D_F for sigmaF = rho*sintheta*[A_F + B_F*x + C_F*(3x^2-1)/2 + D_F*(5x^3-3x)/2] with x = costheta and rho = q/k

------------------------------------------------------------------------------

Channel 256: 144.184 +- 0.722 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
115.0   5.0           0.387625         0.155902
125.0   5.0           0.249205         0.160182
135.0   5.0           0.423882         0.168236
145.0   5.0           0.339336         0.183964
155.0   5.0           0.191170         0.207176
165.0   5.0           0.645455         0.278404
175.0   5.0           0.785395         0.551370

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
  0.180228     0.162013    -1.121472     0.310303    -0.000178     0.379936     0.000000     0.000000

chi^2/ndf =   8.697/15 =   0.580

------------------------------------------------------------------------------

Channel 230: 177.253 +- 0.704 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -0.576894         0.424410
 15.0   5.0           0.216361         0.244870
 25.0   5.0          -0.682120         0.253951
 35.0   5.0           0.185915         0.259915
 45.0   5.0          -0.267089         0.258607
 55.0   5.0          -0.437310         0.243461
 65.0   5.0          -0.374015         0.212005
 75.0   5.0          -0.270377         0.176228
 85.0   5.0           0.075375         0.144801
 95.0   5.0           0.256083         0.123131
105.0   5.0           0.154822         0.115158
115.0   5.0           0.090364         0.114229
125.0   5.0           0.194230         0.118055
135.0   5.0           0.196392         0.124102
145.0   5.0           0.234315         0.133981
155.0   5.0           0.165745         0.159864
165.0   5.0           0.551598         0.206281
175.0   5.0           0.473350         0.457364

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -0.029344     0.118211    -0.943551     0.226120    -0.156501     0.277326     0.000000     0.000000

chi^2/ndf =  21.658/15 =   1.444

------------------------------------------------------------------------------

Channel 229: 178.521 +- 0.701 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -1.046203         0.729013
 15.0   5.0           0.122717         0.379490
 25.0   5.0          -0.207037         0.386816
 35.0   5.0          -0.424974         0.393917
 45.0   5.0           0.347906         0.392309
 55.0   5.0          -0.221519         0.369124
 65.0   5.0          -0.242437         0.322660
 75.0   5.0          -0.194898         0.266372
 85.0   5.0          -0.087603         0.219355
 95.0   5.0           0.168037         0.188142
105.0   5.0           0.208495         0.177990
115.0   5.0           0.105680         0.175847
125.0   5.0           0.236234         0.176795
135.0   5.0           0.326147         0.190784
145.0   5.0           0.848731         0.211054
155.0   5.0           0.364641         0.240703
165.0   5.0           0.097896         0.294265
175.0   5.0          -0.948717         0.778778

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
  0.227982     0.177460    -0.975527     0.339433     0.580113     0.417734     0.000000     0.000000

chi^2/ndf =  13.014/15 =   0.868

------------------------------------------------------------------------------

Channel 228: 179.788 +- 0.697 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -0.716402         0.711358
 15.0   5.0          -0.212107         0.378409
 25.0   5.0          -0.451736         0.396656
 35.0   5.0          -0.707326         0.406815
 45.0   5.0          -0.885153         0.395197
 55.0   5.0           0.084939         0.377744
 65.0   5.0           0.009344         0.328265
 75.0   5.0          -0.019978         0.269429
 85.0   5.0          -0.064122         0.220716
 95.0   5.0          -0.044210         0.191196
105.0   5.0           0.341833         0.178155
115.0   5.0           0.460746         0.180718
125.0   5.0           0.415425         0.182510
135.0   5.0           0.736939         0.194472
145.0   5.0           0.527538         0.216180
155.0   5.0           0.627546         0.242230
165.0   5.0           0.118276         0.310242
175.0   5.0           0.003111         0.711779

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
  0.168336     0.178371    -1.741659     0.341413     0.176415     0.419283     0.000000     0.000000

chi^2/ndf =   8.944/15 =   0.596

------------------------------------------------------------------------------

Channel 227: 181.054 +- 0.694 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0           0.545149         0.489503
 15.0   5.0          -0.456931         0.294067
 25.0   5.0          -0.229172         0.286882
 35.0   5.0          -0.790046         0.306581
 45.0   5.0          -0.328841         0.292113
 55.0   5.0          -0.033296         0.274276
 65.0   5.0          -0.480610         0.239873
 75.0   5.0          -0.119978         0.193304
 85.0   5.0          -0.027015         0.155846
 95.0   5.0          -0.137117         0.141232
105.0   5.0           0.080149         0.130904
115.0   5.0           0.324745         0.131338
125.0   5.0           0.263951         0.132370
135.0   5.0           0.049905         0.144925
145.0   5.0           0.686435         0.156434
155.0   5.0           0.532624         0.178721
165.0   5.0           0.312984         0.229168
175.0   5.0           0.428524         0.652946

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -0.029525     0.129352    -1.281874     0.247499     0.265370     0.304734     0.000000     0.000000

chi^2/ndf =  20.369/15 =   1.358

------------------------------------------------------------------------------

Channel 226: 182.320 +- 0.690 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0           0.795079         0.453897
 15.0   5.0          -0.006412         0.307213
 25.0   5.0           0.059127         0.296290
 35.0   5.0          -0.919366         0.300865
 45.0   5.0          -0.059172         0.293101
 55.0   5.0           0.033160         0.274934
 65.0   5.0           0.218104         0.235656
 75.0   5.0          -0.163566         0.198054
 85.0   5.0           0.110427         0.157697
 95.0   5.0          -0.012033         0.136959
105.0   5.0           0.351406         0.129592
115.0   5.0           0.264760         0.131621
125.0   5.0           0.379139         0.133623
135.0   5.0           0.253961         0.139886
145.0   5.0           0.271650         0.152240
155.0   5.0           0.462630         0.184764
165.0   5.0           0.364627         0.236111
175.0   5.0          -0.989946         0.593704

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
  0.217569     0.127986    -0.859945     0.244855     0.108288     0.300498     0.000000     0.000000

chi^2/ndf =  20.983/15 =   1.399

------------------------------------------------------------------------------

Channel 225: 183.585 +- 0.686 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -0.843158         0.834023
 15.0   5.0           0.435663         0.424788
 25.0   5.0          -0.601981         0.425988
 35.0   5.0          -0.341991         0.445329
 45.0   5.0          -0.875175         0.457129
 55.0   5.0          -0.466071         0.404907
 65.0   5.0          -0.804374         0.358140
 75.0   5.0          -0.714463         0.289895
 85.0   5.0           0.167025         0.235156
 95.0   5.0           0.211198         0.210506
105.0   5.0           0.680908         0.198665
115.0   5.0           0.266291         0.190372
125.0   5.0           0.114658         0.203735
135.0   5.0           0.418468         0.210725
145.0   5.0           0.277441         0.226526
155.0   5.0           0.087519         0.255408
165.0   5.0          -0.170405         0.336942
175.0   5.0           0.769895         0.749949

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -0.258005     0.187738    -1.696547     0.360111    -0.901982     0.439777     0.000000     0.000000

chi^2/ndf =  17.543/15 =   1.170

------------------------------------------------------------------------------

Channel 224: 184.831 +- 0.703 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -0.664454         0.735266
 15.0   5.0          -0.144037         0.452775
 25.0   5.0          -0.569411         0.491994
 35.0   5.0           0.286256         0.484356
 45.0   5.0          -0.681442         0.491228
 55.0   5.0          -0.859316         0.457838
 65.0   5.0           0.102642         0.389333
 75.0   5.0           0.156639         0.323368
 85.0   5.0          -0.120500         0.262476
 95.0   5.0          -0.138909         0.227867
105.0   5.0          -0.023939         0.216896
115.0   5.0           0.199471         0.215745
125.0   5.0           0.489082         0.224881
135.0   5.0           1.077644         0.243422
145.0   5.0           0.670633         0.256175
155.0   5.0           0.775959         0.302455
165.0   5.0           0.879413         0.402880
175.0   5.0           1.994810         0.829610

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
  0.333854     0.206419    -1.555321     0.394948     1.273488     0.485947     0.000000     0.000000

chi^2/ndf =  18.758/15 =   1.251

------------------------------------------------------------------------------

Channel 223: 186.114 +- 0.718 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0           0.052286         0.615148
 15.0   5.0           0.437289         0.481358
 25.0   5.0          -0.616276         0.483802
 35.0   5.0          -0.316223         0.462505
 45.0   5.0          -0.192162         0.470785
 55.0   5.0           0.001478         0.431874
 65.0   5.0          -0.011014         0.366959
 75.0   5.0           0.201799         0.315949
 85.0   5.0           0.156548         0.250169
 95.0   5.0           0.241837         0.220870
105.0   5.0           0.577250         0.212442
115.0   5.0           0.561077         0.202072
125.0   5.0           0.684910         0.215887
135.0   5.0           0.759563         0.223794
145.0   5.0           0.621888         0.246627
155.0   5.0           0.690814         0.276512
165.0   5.0           1.181505         0.381333
175.0   5.0           0.876408         0.780499

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
  0.635617     0.195680    -1.481991     0.374410     0.514473     0.461329     0.000000     0.000000

chi^2/ndf =   8.784/15 =   0.586

------------------------------------------------------------------------------

Channel 222: 187.378 +- 0.715 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0           0.492248         0.662447
 15.0   5.0           0.098750         0.437895
 25.0   5.0          -0.347848         0.502235
 35.0   5.0          -0.115317         0.488842
 45.0   5.0          -1.147193         0.480787
 55.0   5.0          -0.202479         0.444446
 65.0   5.0          -0.418247         0.376650
 75.0   5.0          -0.725294         0.312698
 85.0   5.0          -0.381449         0.251371
 95.0   5.0           0.302538         0.221157
105.0   5.0           0.036830         0.210120
115.0   5.0           0.789152         0.214679
125.0   5.0           0.831382         0.213154
135.0   5.0           0.935977         0.232457
145.0   5.0           1.089145         0.257120
155.0   5.0           0.628373         0.282707
165.0   5.0          -0.059675         0.362244
175.0   5.0          -0.364193         0.806513

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
  0.246787     0.197758    -2.377602     0.378729     0.872420     0.464514     0.000000     0.000000

chi^2/ndf =  13.341/15 =   0.889

------------------------------------------------------------------------------

Channel 221: 188.641 +- 0.711 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -0.306511         0.839400
 15.0   5.0           0.467873         0.491598
 25.0   5.0          -0.531195         0.518266
 35.0   5.0           0.379275         0.523465
 45.0   5.0           0.207481         0.499424
 55.0   5.0          -0.727789         0.461959
 65.0   5.0          -0.328807         0.393993
 75.0   5.0          -0.142793         0.324022
